uniq_id;product_name;image;category_level_1;category_level_2;category_level_3;category_level_4;category_level_5;category_level_6;category_level_7;filtered_text;split
f8c1b5fb422d8418dc9e40a43fece55a;Lal Haveli Beautifully crafted and painted Horse with bells Showpiece  -  33 cm;f8c1b5fb422d8418dc9e40a43fece55a.jpg;Home Decor & Festive Needs ; Showpieces ; Ethnic ; Lal Haveli Ethnic;Non spécifié;Non spécifié;Non spécifié;lal haveli beautifully crafted painted horse bell showpiece wooden iron red presenting beautiful animal figurine handmade beautifully crafted painted horse bell wood aluminium metal horse beautifully solid aluminium metal hand crafted polished give shine shown picture presenting beautiful animal figurine handmade beautifully crafted painted horse bell wood aluminium metal horse beautifully solid aluminium metal hand crafted polished give shine shown picture;val
260c74b5a09272dec1a8207db3541a0d;BornBabyKids Cotton Bath Towel;260c74b5a09272dec1a8207db3541a0d.jpg;Baby Care ; Baby Bath & Skin ; Baby Bath Towels ; BornBabyKids Baby Bath Towels;Non spécifié;Non spécifié;Non spécifié;cotton bath towel;val
10b6738d7058738a9a7d107bbb2833f4;HouseAttire Abstract Cushions Cover;10b6738d7058738a9a7d107bbb2833f4.jpg;Home Furnishing ; Cushions, Pillows & Covers ; Cushion Covers;Non spécifié;Non spécifié;Non spécifié;Non spécifié;abstract cushion cover;val
50be4cd92fda2755e1e884421a52e345;Denim Deo Combo Set;50be4cd92fda2755e1e884421a52e345.jpg;Beauty and Personal Care ; Fragrances ; Deodorants ; Combos ; Denim Combos;Non spécifié;Non spécifié;denim combo set online 250;val
884ff6050ff3d6b2c8f681c300a21b2a;TP-Link Archer C20 AC750 Dual Band Router;884ff6050ff3d6b2c8f681c300a21b2a.jpg;Computers ; Network Components ; Routers ; TP-LINK Routers;Non spécifié;Non spécifié;Non spécifié;link dual band router;val
389197b67a189c703f3deb9ca6f1f678;Love Baby Cartoon Set of Towels;389197b67a189c703f3deb9ca6f1f678.jpg;Baby Care ; Baby Bath & Skin ; Baby Bath Towels ; Love Baby Baby Bath Towels;Non spécifié;Non spécifié;Non spécifié;love baby cartoon set towel;val
032e812adcd11a38fd8b764891a852ff;CTW Ganpati Bapa Moriya Statue Showpiece  -  12 cm;032e812adcd11a38fd8b764891a852ff.jpg;Home Decor & Festive Needs ; Table Decor & Handicrafts ; Showpieces ; Religious Idols ; CTW Religious Idols ; CTW Ganpati Bapa Moriya Statue Showpiece  -  12 ...;Non spécifié;ganpati statue showpiece good gift home office light weight ganpati ganpati statue showpiece polyresin orange general brand model number beautiful white green ganpati statue type religious idol material polyresin model name ganpati statue color orange dimension weight height width depth additional water resistant yes wall mount box sale package pack;val
136f213080426c35520f1b1540c4a390;KLIQVIK SIX PORT USB HUB FOR ANDROID MOBILES TR-250 USB USB Hub;136f213080426c35520f1b1540c4a390.jpg;Computers ; Laptop Accessories ; USB Gadgets ; KLIQVIK USB Gadgets;Non spécifié;Non spécifié;Non spécifié;kliqvik six port usb hub android mobile 250 usb usb hub online kliqvik six port usb hub android mobile 250 usb usb hub best;val
17a73d7c4b02ada2bfeed1115fed08a4;Envy-1000 Force Combo Set;17a73d7c4b02ada2bfeed1115fed08a4.jpg;Beauty and Personal Care ; Fragrances ; Deodorants ; Combos ; Envy-1000 Combos;Non spécifié;Non spécifié;1000 combo set online 360;val
d19d17140fdd9adc09ba6e2ad1e1ebb9;Prithish Happy Birthday Ceramic Mug;d19d17140fdd9adc09ba6e2ad1e1ebb9.jpg;Kitchen & Dining ; Coffee Mugs ; Prithish Coffee Mugs;Non spécifié;Non spécifié;Non spécifié;Non spécifié;prithish happy birthday ceramic mug rs.175 online prithish happy birthday ceramic mug best;val
35b5dfdda9214c94ab15bf5390e07de9;Perucci PCC-501C Decker Analog Watch  - For Men;35b5dfdda9214c94ab15bf5390e07de9.jpg;Watches ; Wrist Watches ; Perucci Wrist Watches;Non spécifié;Non spécifié;Non spécifié;Non spécifié;perucci decker analog watch men perucci decker analog watch men online india watch special watch watch watch men great discount;val
8748b6cd9f03afc539f246c55e230502;Fastrack 9912PP09 Tees Analog Watch  - For Men, Women;8748b6cd9f03afc539f246c55e230502.jpg;Watches ; Wrist Watches ; Fastrack Wrist Watches;Non spécifié;Non spécifié;Non spécifié;Non spécifié;fastrack tee analog watch men woman fastrack tee analog watch men woman online rs.750 india round dial stainless steel back case water resistant buckle clasp blue strap great discount;val
a371cfcae8c6ec3b82ae37a83a8ae9b9;Sapatos Plain Single Duvet Blue;a371cfcae8c6ec3b82ae37a83a8ae9b9.jpg;Home Furnishing ; Bed Linen ; Blankets, Quilts & Dohars;Non spécifié;Non spécifié;Non spécifié;Non spécifié;sapatos plain single duvet blue piece brown single duvet 1,499 add spunk home decor beautifully designed duvet sapatos crafted provide utmost comfort exquisite quilt ensure look forward crash bed tiring add spunk home decor beautifully designed duvet sapatos crafted provide utmost comfort exquisite quilt ensure look forward crash bed tiring;val
c8f42da0f9f695f07067676eae4135c8;Rockmantra Colorful Ceramic Mug;c8f42da0f9f695f07067676eae4135c8.jpg;Kitchen & Dining ; Coffee Mugs ; Rockmantra Coffee Mugs;Non spécifié;Non spécifié;Non spécifié;Non spécifié;rockmantra ceramic mug 5.5 199 give thrilling yet fresh start exclusive creation rockmantra mug porcelain crafting ensuring design stay permanent year come making perfect pick gift loved one dishwasher microwave safe detail material ceramic size 3.5 give thrilling yet fresh start exclusive creation rockmantra mug porcelain crafting ensuring design stay permanent year come making perfect pick gift loved one dishwasher microwave safe detail material ceramic size 3.5;val
ad08a6efe82576ab162a9336feff647f;Kensington 33399EU USB USB Hub;ad08a6efe82576ab162a9336feff647f.jpg;Computers ; Laptop Accessories ; USB Gadgets ; Kensington USB Gadgets;Non spécifié;Non spécifié;Non spécifié;usb hub online usb hub best;val
832a66ce379b4c98fd3d748eebd7ae4c;Techone+ Portable SE122103-WHITE USB Led Light;832a66ce379b4c98fd3d748eebd7ae4c.jpg;Computers ; Laptop Accessories ; USB Gadgets ; Techone+ USB Gadgets;Non spécifié;Non spécifié;Non spécifié;portable white usb led light white 449 usable power bank laptop usb port adaptor usb multi pin board usb port device usable power bank laptop usb port adaptor usb multi pin board usb port device;val
142994b421c052a6193052c6c8c3d076;La Roche-Posay Anthelios XL Fluid Dry Touch Gel-Cream - SPF 50 PA+;142994b421c052a6193052c6c8c3d076.jpg;Beauty and Personal Care ; Body and Skin Care ; Face Care ; Sunscreen ; La Roche-Posay Sunscreen;Non spécifié;Non spécifié;fluid dry touch gel cream spf lowest;val
967d91e162afb44a67c0281f71766e4d;FS Mini Klub Baby Girl's Bodysuit;967d91e162afb44a67c0281f71766e4d.jpg;Baby Care ; Infant Wear ; Baby Girls' Clothes ; Bodysuits & Sleepsuits ; Bodysuits ; FS Mini Klub Bodysuits ; FS Mini Klub Baby Girl's Bodysuit;mini klub baby girl bodysuit fabric cotton brand color green mini klub baby girl bodysuit general detail number content sale package pack age group month fabric cotton pattern printed ideal baby girl neck round neck;val
3b80ac036843b278083fabfd9a3c84ff;vatika Advance Standard Idli Maker;3b80ac036843b278083fabfd9a3c84ff.jpg;Kitchen & Dining ; Cookware ; Steamers & Idli Makers ; Idli Makers ; vatika Idli Makers ; vatika Advance Standard Idli Maker (7 Plates , 1...;Non spécifié;vatika standard idli maker plate vatika standard idli maker plate idlis 999 enjoy clean experience morning standard idli maker vatika whether idlis chinese idlis idlis cook variety idlis idli maker cook also using high quality cookware ensures long lasting durability idli maker come idli plate idli plate plate vatika standard idli maker plate idlis general brand vatika model number type standard material model name number plate number color silver box idli pot plate idli plate plate;val
6136976dc5a433cdf8e2559b8510bdce;Dizionario Mini Perfume Fan Cooling Fancoolerbl USB USB Fan;6136976dc5a433cdf8e2559b8510bdce.jpg;Computers ; Laptop Accessories ; USB Gadgets ; Dizionario USB Gadgets;Non spécifié;Non spécifié;Non spécifié;mini fan cooling usb usb fan rs.799 online mini fan cooling usb usb fan best;val
2971287a1ac427bd98c4778112d20d06;JayEnterprise Plastic Hand Juicer;2971287a1ac427bd98c4778112d20d06.jpg;Kitchen & Dining ; Kitchen Tools ; Kitchen Implements ; Hand Juicers ; JayEnterprise Hand Juicers ; JayEnterprise Plastic Hand Juicer (Multicolor);Non spécifié;plastic hand multicolor general brand model number material plastic color multicolor box sale package hand additional dishwasher safe;val
b5aafdb7cfde56f3e9e1364eb1efb691;Perucci PC-414W Decker Analog Watch  - For Men;b5aafdb7cfde56f3e9e1364eb1efb691.jpg;Watches ; Wrist Watches ; Perucci Wrist Watches;Non spécifié;Non spécifié;Non spécifié;Non spécifié;perucci decker analog watch men perucci decker analog watch men online india beautifull watch comfortable watch fancy watche stylish watch great discount;val
283e2c4d728bdb193834d876ec27e6dd;The Art Box Floral Single Dohar Multicolor;283e2c4d728bdb193834d876ec27e6dd.jpg;Home Furnishing ; Bed Linen ; Blankets, Quilts & Dohars;Non spécifié;Non spécifié;Non spécifié;Non spécifié;art box floral single dohar multicolor 699;val
788dc3a3da91c0f46a7c465e07f91dd4;Marvel DW100243 Digital Watch  - For Boys, Girls;788dc3a3da91c0f46a7c465e07f91dd4.jpg;Watches ; Wrist Watches ; Marvel Wrist Watches;Non spécifié;Non spécifié;Non spécifié;Non spécifié;marvel digital watch boy girl marvel digital watch boy girl online rs.299 india buckle clasp multi color strap contemporary dial great discount;val
7ec5ac2dea80b6c5e4cfd20eba597d20;Aroma Comfort Polyester Brown Floral Eyelet Long Door Curtain;7ec5ac2dea80b6c5e4cfd20eba597d20.jpg;Home Furnishing ; Curtains & Accessories ; Curtains ; Aroma Comfort Polyester Brown Floral Eyelet Long...;Non spécifié;Non spécifié;Non spécifié;aroma comfort polyester brown floral eyelet long door curtain height 274 width inch aroma comfort polyester brown floral eyelet long door curtain 274 height pack general brand aroma comfort designed long door type eyelet model name model color brown dimension length 274 body design material polyester box number content sale package pack;val
dd0b73d97cea6cc71d263a77fa7982be;Aero Care La Royal Orange & Ice Combo Set;dd0b73d97cea6cc71d263a77fa7982be.jpg;Beauty and Personal Care ; Fragrances ; Deodorants ; Combos ; Aero Care Combos;Non spécifié;Non spécifié;care royal orange ice combo set online 165;val
2d4f1232af970bd19881ceacad6ccfe3;Playboy London And New York Combo Set;2d4f1232af970bd19881ceacad6ccfe3.jpg;Beauty and Personal Care ; Fragrances ; Deodorants ; Combos ; Playboy Combos;Non spécifié;Non spécifié;playboy london new combo set online 350;val
2110699b945ae766c8b8112038ac58b9;Go Hooked Wheel Pizza Cutter;2110699b945ae766c8b8112038ac58b9.jpg;Kitchen & Dining ; Kitchen Tools ; Kitchen Implements ; Pizza Cutters ; Go Hooked Pizza Cutters;Non spécifié;Non spécifié;wheel pizza cutter rs.199 online wheel pizza cutter best;val
a30aa3b765b613c158fd3a295ed934fa;Bagru Crafts Cotton Set of Towels;a30aa3b765b613c158fd3a295ed934fa.jpg;Home Furnishing ; Bath Linen ; Towels;Non spécifié;Non spécifié;Non spécifié;Non spécifié;craft cotton set towel;val
719677b02bfccafb86e9be78f36f938b;Babeezworld Baby Boy's Romper;719677b02bfccafb86e9be78f36f938b.jpg;Baby Care ; Infant Wear ; Baby Boys' Clothes ; Dungarees & Jumpsuits ; Dungarees ; Babeezworld Dungarees ; Babeezworld Baby Boy's Romper;baby boy romper fabric cotton brand color blue green baby boy romper 499 present cute baby dungaree set little dungaree set come trendy round neck cotton shirt shoulder loop ease comfort fit set made soft cotton material adjustable strap two button closure front special give stylish look dungaree set ideal pick summer available multiple baby boy romper top detail sleeve half sleeve number content sale package pack fabric cotton type romper neck round neck general detail pattern printed ideal baby boy fabric care wash similar color use detergent color;val
78fcb634d9838127464d827234ab05ad;Happiness Is Printed Bone China Mug;78fcb634d9838127464d827234ab05ad.jpg;Kitchen & Dining ; Coffee Mugs ; Happiness Is Coffee Mugs ; Happiness Is Printed Bone China Mug (300 ml);Non spécifié;Non spécifié;Non spécifié;happiness printed mug design gift happiness printed mug 300 general type mug mug capacity 300 material freezer safe microwave safe dimension diameter weight 150 height 100 depth box sale package;val
417ae3e8b08acc19a023b8a958644799;Kamasutra Combo Offer Pack Combo Set;417ae3e8b08acc19a023b8a958644799.jpg;Beauty and Personal Care ; Fragrances ; Deodorants ; Combos ; KamaSutra Combos;Non spécifié;Non spécifié;combo offer pack combo set online;val
fda0890dba67c93a7c80b0993651caec;Ollington St. Collection Baby Reusable Diaper With One Insert;fda0890dba67c93a7c80b0993651caec.jpg;Baby Care ; Diapering & Potty Training ; Nappies & Cloth Diapers ; Ollington St. Collection Nappies & Cloth Diapers;Non spécifié;Non spécifié;Non spécifié;collection baby reusable diaper one insert 599 form fitting reusable diaper insert set baby reusable diaper snap closure fit size comfortable keep little one front panel insert disposable pad reusable insert material polyester one size diaper available colour green pink red blue blue dark blue size diaper cm approx insert cm approx wash instruction wash first use wash upto degree avoid fabric bleach tumble dry line dry age group month form fitting reusable diaper insert set baby reusable diaper snap closure fit size comfortable keep little one front panel insert disposable pad reusable insert material polyester one size diaper available colour green pink red blue blue dark blue size diaper cm approx insert cm approx wash instruction wash first use wash upto degree avoid fabric bleach tumble dry line dry age group month;val
cb0afa31d9ca796908fde019cd64044d;Asus RT-AC68U Dual-band Wireless-AC1900 Gigabit Router;cb0afa31d9ca796908fde019cd64044d.jpg;Computers ; Network Components ; Routers ; Asus Routers;Non spécifié;Non spécifié;Non spécifié;asus dual band wireless router;val
9c8fdf6c9c631d0892e9a6f55a4a2fd2;NYX Set Of 2 Soft Matte Lip Cream 06,22;9c8fdf6c9c631d0892e9a6f55a4a2fd2.jpg;Beauty and Personal Care ; Body and Skin Care ; Lip Care ; Lip Creams ; NYX Lip Creams ; NYX Set Of 2 Soft Matte Lip Cream 06,22 (Multi c...;Non spécifié;nyx set soft matte lip cream multi color nyx brand loreal paris group brings nyx best nyx soft matte lip cream line lipstick like silk soft matte finish innovative texture add perfect polish nyx set soft matte lip cream multi color general trait organic type natural quantity shade multi color ideal woman container type bottle box lip cream;val
5912e037d12774bb73a2048f35a00009;Uberlyfe Extra Large Pigmented Polyvinyl Films (Imported) Sticker;5912e037d12774bb73a2048f35a00009.jpg;Baby Care ; Baby & Kids Gifts ; Stickers ; Uberlyfe Stickers;Non spécifié;Non spécifié;Non spécifié;extra large imported sticker online extra large imported sticker best;val
75015382e469d36e397c5b47ea613314;Times 284TMS284 Party-Wedding Analog Watch  - For Women;75015382e469d36e397c5b47ea613314.jpg;Watches ; Wrist Watches ; Times Wrist Watches;Non spécifié;Non spécifié;Non spécifié;Non spécifié;time party wedding analog watch woman time party wedding analog watch woman online rs.550 india great discount;val
470ff3c4e22d237f5a75ac07225e513e;Canon Toner Cartridge 416 Black;470ff3c4e22d237f5a75ac07225e513e.jpg;Computers ; Computer Peripherals ; Printers & Inks ; Toners ; Canon Toners;Non spécifié;Non spécifié;canon black;val
c2e71e7c97489d4efa5eab796ae354ac;Zyxel VMG1312-B10A VDSL2 Wireless N VDSL2 4-port Gateway with USB;c2e71e7c97489d4efa5eab796ae354ac.jpg;Computers ; Network Components ; Routers ; Zyxel Routers;Non spécifié;Non spécifié;Non spécifié;wireless port usb;val
52a8d66e466da645e413d2cecc294bd9;SPANGLE Floral King Blanket CC0070001;52a8d66e466da645e413d2cecc294bd9.jpg;Home Furnishing ; Bed Linen ; Blankets, Quilts & Dohars;Non spécifié;Non spécifié;Non spécifié;Non spécifié;floral king blanket mink blanket blanket storage bag soft mink blanket made yarn keep warm soft mink blanket made yarn keep warm;val
d376da2235096f74600d842b6f5f2d1a;Wild Stone Drift,Wave Combo Set;d376da2235096f74600d842b6f5f2d1a.jpg;Beauty and Personal Care ; Fragrances ; Deodorants ; Combos ; Wild Stone Combos;Non spécifié;Non spécifié;wild stone combo set online;val
a66a68fbed935f90b62d5d29003267fc;Dreamshomes Velvet Sofa Cover;a66a68fbed935f90b62d5d29003267fc.jpg;Home Furnishing ; Living ; Sofa Covers ; Dreamshomes Velvet Sofa Cover (Multicolour Pack ...;Non spécifié;Non spécifié;Non spécifié;velvet sofa cover multicolour pack box pack general brand model number shade multicolour color multicolor type sofa pattern checkered material velvet suitable living room dimension height weight;val
07f8bdc4372a73d0820507683a936b6e;Playboy London And Malibu Combo Set;07f8bdc4372a73d0820507683a936b6e.jpg;Beauty and Personal Care ; Fragrances ; Deodorants ; Combos ; Playboy Combos;Non spécifié;Non spécifié;playboy london combo set online 360;val
6b04c746cac2aa811d7a8753e54dc96e;Maxima 07034LMLI Attivo Analog Watch  - For Women;6b04c746cac2aa811d7a8753e54dc96e.jpg;Watches ; Wrist Watches ; Maxima Wrist Watches;Non spécifié;Non spécifié;Non spécifié;Non spécifié;maximum attivo analog watch woman maximum attivo analog watch woman online india brass case buckle clasp rectangular dial white pink strap water resistant great discount;test
f622e6c12de2c6534c94635f671af107;GIMS Brown Viscose Carpet;f622e6c12de2c6534c94635f671af107.jpg;Home Furnishing ; Floor Coverings ; Carpets & Rugs ; GIMS Brown Viscose Carpet (165 cm  X 120 cm);Non spécifié;Non spécifié;Non spécifié;brown viscose carpet soft polyester elegant look comfort feel suit drawing room bed room living brown viscose carpet 165 120 polyester blend carpet perfect suit home interior rectangular carpet coffee brown color dark light shade color carpet best choice center table add elegance beauty brown viscose carpet 165 120 general shape brand design code type carpet material viscose style code brown table pattern color brown warranty covered warranty dimension length inch 120 width inch 165 box number content sale package pack;test
621a88993a7033df3440ec816c2e386f;Shopfloor.XYZ Vacuum Cleaner for Computers, Laptops, Mobiles;621a88993a7033df3440ec816c2e386f.jpg;Computers ; Laptop Accessories ; Cleaning Kits ; Shopfloor.XYZ Cleaning Kits ; Shopfloor.XYZ Vacuum Cleaner for Computers, Lapt...;Non spécifié;Non spécifié;vacuum cleaner computer laptop mobile external power source plug straight usb port use brush tube attachment general cleaning air fan monitor computer area dust desktop use keyboard attachment rubber vacuum dust particle keyboard key press high power button power usb computer vacuum cleaner laptop keyboard simply connect vacuum usb port laptop computer two vacuum cleaning attachment one bristle brush attachment one flexible plastic tube brush tool computer useful device keep computer laptop clean simple easy high connect vacuum usb port laptop computer cleaning dust particle key make look vacuum cleaning attachment included one bristle brush attachment one flexible rubber computer keyboard tool attachment easy switch level switch first level light switch level vacuum power press high power button power dirt dust keyboard attachment rubber vacuum dust particle keyboard key tube brush tube attachment general cleaning air fan monitor computer area dust desktop external power source plug straight usb port vacuum cleaner light powered usb port computer keyboard brush simple connect vacuum usb port laptop computer two vacuum cleaning attachment included one bristle brush attachment one flexible rubber computer keyboard tool vacuum cleaner computer laptop mobile general brand designed computer laptop mobile model number model name vacuum cleaner box sale package vacuum cleaner;test
3388d05e88972ff9f3e1321dc0cfdc28;AKUP keep-calm Ceramic Mug;3388d05e88972ff9f3e1321dc0cfdc28.jpg;Kitchen & Dining ; Coffee Mugs ; AKUP Coffee Mugs ; AKUP keep-calm Ceramic Mug (300 ml);Non spécifié;Non spécifié;Non spécifié;akup keep calm ceramic mug pack mug akup keep calm ceramic mug 300 259 akup ceramic coffee mug give best quality printed mug gift loved one provide good quality packing coffee mug made ceramic clay volume capacity 300ml make moment unforgettable forever dimension mug height 9.5 cm diameter cm item type coffee mug color multi color material clay finish glossy specialty lovely style wash care remove dirt using soft fabric clean wipe moist cloth disclaimer fine design pattern color tone may vary slightly shown image however would compromise quality brand akup design akup keep calm ceramic mug 300 general type mug mug capacity 300 material ceramic freezer safe yes microwave safe dimension diameter weight 330 height 9.5 depth box sale package mug;test
83cef279f0ea5d772523d0d8b2923fbe;Rajasthan Crafts Abstract Single Quilts & Comforters Green;83cef279f0ea5d772523d0d8b2923fbe.jpg;Home Furnishing ; Bed Linen ; Blankets, Quilts & Dohars;Non spécifié;Non spécifié;Non spécifié;Non spécifié;rajasthan craft abstract single quilt comforter green;test
08613e8b27838b997069b1fedb6e88d2;V9 METAL STRAP Analog Watch  - For Men;08613e8b27838b997069b1fedb6e88d2.jpg;Watches ; Wrist Watches ; V9 Wrist Watches ; V9 METAL STRAP Analog Watch  - For Men;Non spécifié;Non spécifié;Non spécifié;metal strap analog watch men general type analog style code metal strap occasion casual ideal men warranty body dial shape round strap color steel dial color black;test
473b1ab1abe21826c41efa1584a88a63;TRENDnet N150 Wireless ADSL 2 Modem Router;473b1ab1abe21826c41efa1584a88a63.jpg;Computers ; Network Components ; Routers ; TRENDnet Routers;Non spécifié;Non spécifié;Non spécifié;trendnet wireless modem router 0.0;test
db3e2eeb4fe90d4755f2911d661eae95;Bhavya Velvet Sofa Cover;db3e2eeb4fe90d4755f2911d661eae95.jpg;Home Furnishing ; Living ; Sofa Covers ; Bhavya Velvet Sofa Cover (Grey Pack of 10);Non spécifié;Non spécifié;Non spécifié;velvet sofa cover grey pack velvet sofa cover black pack velvet sofa cover grey pack box pack general brand model number shade grey color black type sofa pattern floral material velvet suitable living room dimension width height weight;test
2e474c49a7dfe704c35cf3990740daa3;Sonata 8959YL01 Yuva Gold Analog Watch  - For Women;2e474c49a7dfe704c35cf3990740daa3.jpg;Watches ; Wrist Watches ; Sonata Wrist Watches;Non spécifié;Non spécifié;Non spécifié;Non spécifié;sonata gold analog watch woman sonata gold analog watch woman online india round dial white strap water resistant great discount;test
2c475daafe597ed93c1e27fcaa38d8cc;Task Logistics Audio Receiver H-366 USB Bluetooth;2c475daafe597ed93c1e27fcaa38d8cc.jpg;Computers ; Laptop Accessories ; USB Gadgets ; Task Logistics USB Gadgets;Non spécifié;Non spécifié;Non spécifié;task audio usb bluetooth online task audio usb bluetooth best;test
bc2aaae47829fd5825f6cc2ec51c2c5f;Whiteherbs Ultra Protection Sunscreen Lotion - SPF 30 PA+;bc2aaae47829fd5825f6cc2ec51c2c5f.jpg;Beauty and Personal Care ; Body and Skin Care ; Face Care ; Sunscreen ; Whiteherbs Sunscreen;Non spécifié;Non spécifié;ultra sunscreen lotion spf lowest;test
8ff973688c976a08fc7242da37101417;FURNISHINGLAND Black Polyester Carpet;8ff973688c976a08fc7242da37101417.jpg;Home Furnishing ; Floor Coverings ; Carpets & Rugs ; FURNISHINGLAND Black Polyester Carpet (90 cm  X ...;Non spécifié;Non spécifié;Non spécifié;furnishingland black polyester carpet pattern geometric shape rectangle place use bedroom living room guest room furnishingland black polyester carpet 150 black colour carpet decor home made high quality fabric carpet keep floor beautiful clean furnishingland brings wide range home furnishing curtain carpet decorate home appeal excellent design furnishingland black polyester carpet 150 general shape rectangle brand furnishingland place use bedroom living room guest room design code type carpet material polyester style code pattern geometric color black dimension length inch 150 width inch additional fabric care clean box number content sale package pack;test
3aaa50eb5d2cf4c18b57346423871624;Portia Hat;3aaa50eb5d2cf4c18b57346423871624.jpg;Baby Care ; Infant Wear ; Baby Girls' Clothes ; Accessories ; Hats ; Portia Hats ; Portia Hat (Pink, Pack of 1);pink pack box number content sale package pack general ideal girl;test
4735953b9c8504eb327675a14c6c33dd;Smartpro 19.5v,3.9a Replacement Charger for Vaio Series VGN-CR540E/L 75 Adapter;4735953b9c8504eb327675a14c6c33dd.jpg;Computers ; Laptop Accessories ; Adapters ; Smartpro Adapters ; Smartpro 19.5v,3.9a Replacement Charger for Vaio...;Non spécifié;Non spécifié;smartpro 19.5v,3.9a charger vaio series vgn cr540e adapter designed sony vaio vgn cr540e smartpro 19.5v,3.9a charger vaio series vgn cr540e adapter power cord included 599 smartpro brand smartpro laptop adapter 75w charger sony vaio vgn cr540e 19.5v 3.9a 19.5v 3.95a connector pin size 6.5 4.4 smartpro adapter designed provide reliable power charge laptop made highest quality part adapter conforms similar original quality adapter also pass necessary authentication certification like rohs etc leaving factory rest assured quality durability performance please note image indicative actual label may vary place order adapter please assure select right adapter laptop please check adapter voltage current compliance requirment laptop adapter output current laptop rated current adapter output volatege notebook voltage deviation please also check adapter pin image place order. smartpro 19.5v,3.9a charger vaio series vgn cr540e adapter power cord included general brand smartpro designed vaio vgn cr540e sale package laptop adapter designed sony vaio vgn cr540e connector pin type 6.5mm 4.4mm model 19.5v,3.9a charger vaio series vgn cr540e power power input 220 power consumption output current 3.9 output voltage 19.5 warranty covered warranty warranty limited manufacturing defect warranty summary month india warranty warranty service type repair carry warranty customer need carry send repair replaced sent back customer covered warranty warranty cover external accessory battery cable carrying bag damage caused due improper installation customer normal wear tear magnetic head audio video laser pick ups picture tube pane;test
86089ddd9f9e52127ce838f210f776d7;Aarika Self Design Kurta & Patiyala;86089ddd9f9e52127ce838f210f776d7.jpg;Baby Care ; Infant Wear ; Baby Girls' Clothes ; Ethnic Wear ; Salwar Kurta Dupattas ; Aarika Salwar Kurta Dupattas ; Aarika Self Design Kurta & Patiyala;self design kurta salwar kurta detail fabric net sleeve sleeveless kurta type straight type kurta neck kurta fabric salwar fabric net general detail pattern self design ideal baby girl occasion party wedding festive fabric care wash similar color use detergent color box kurta;test
14bc693d9b86c58696e5917045e9d4de;Sapatos Plain Single Duvet White;14bc693d9b86c58696e5917045e9d4de.jpg;Home Furnishing ; Bed Linen ; Blankets, Quilts & Dohars;Non spécifié;Non spécifié;Non spécifié;Non spécifié;sapatos plain single duvet white 1499;test
5e52d6ce133e5307814f9f3eedc5806d;posterchacha Ishita Personalised Custom Name Happy Birthday Gift Tea And Coffee  For Gift Use Ceramic Mug;5e52d6ce133e5307814f9f3eedc5806d.jpg;Kitchen & Dining ; Coffee Mugs ; posterchacha Coffee Mugs ; posterchacha Ishita Personalised Custom Name Hap...;Non spécifié;Non spécifié;Non spécifié;name happy birthday gift tea coffee gift use ceramic mug printed name happy birthday gift tea coffee gift use ceramic mug 350 349 give trendy mug warm personal touch loved one present one sure love back lovely name happy birthday gift tea coffee gift use ceramic mug 350 general type mug mug capacity 350 freezer safe yes material ceramic microwave safe yes warranty manufacturing defect dimension diameter weight 250 height width depth box sale package mug;test
af1ac46194b5488048c459102a16a57e;Rockmantra Abstracts 16 Ceramic Mug;af1ac46194b5488048c459102a16a57e.jpg;Kitchen & Dining ; Coffee Mugs ; Rockmantra Coffee Mugs;Non spécifié;Non spécifié;Non spécifié;Non spécifié;rockmantra abstract ceramic mug 5.5 199 give thrilling yet fresh start exclusive creation rockmantra mug porcelain crafting ensuring design stay permanent year come making perfect pick gift loved one dishwasher microwave safe detail material ceramic size 3.5 give thrilling yet fresh start exclusive creation rockmantra mug porcelain crafting ensuring design stay permanent year come making perfect pick gift loved one dishwasher microwave safe detail material ceramic size 3.5;test
87f1807e002d3555b8dfb465a8a61df2;Leo Natura Paniarakkal 7 Hole Kadhai NA L;87f1807e002d3555b8dfb465a8a61df2.jpg;Kitchen & Dining ; Cookware ; Pots & Pans ; Woks & Kadhais ; Leo Natura Woks & Kadhais;Non spécifié;Non spécifié;hole kadhai online hole kadhai best;test
a341f915962ee99754e962520f279708;Prithish Never Ever Give Up Ceramic Mug;a341f915962ee99754e962520f279708.jpg;Kitchen & Dining ; Coffee Mugs ; Prithish Coffee Mugs;Non spécifié;Non spécifié;Non spécifié;Non spécifié;prithish never give ceramic mug 330 175 get talking coffee wide selection cute catchy design mean 're sure find quote say way mug bring smile n't forget share mug like make great gift mug beautifully designed quality ink attractive graphic perfect around enjoyment express distinctive coffee mug give freedom broadcast special message holiday cheer love cupcake affordable mug also perfect gifting show others well know break mug bring laugh happy sipping get talking coffee wide selection cute catchy design mean 're sure find quote say way mug bring smile n't forget share mug like make great gift mug beautifully designed quality ink attractive graphic perfect around enjoyment express distinctive coffee mug give freedom broadcast special message holiday cheer love cupcake affordable mug also perfect gifting show others well know break mug bring laugh happy sipping;test
